Sample 1
3/1/2023 3:44 PM
Wavelength (nm)	10mm Absorbance
407.5	1.085
408.0	1.104
408.5	1.120
409.0	1.135
409.5	1.144
410.0	1.135
410.5	1.135
411.0	1.123
411.5	1.111
412.0	1.093
412.5	1.095
413.0	1.120
413.5	1.127
414.0	1.128
414.5	1.122
415.0	1.107
415.5	1.104
416.0	1.078
416.5	1.055
417.0	1.019
417.5	1.018
418.0	1.020
418.5	0.999
419.0	0.991
419.5	1.009
420.0	1.053
420.5	1.085
421.0	1.097
421.5	1.084
422.0	1.071
422.5	1.041
423.0	1.015
423.5	0.993
424.0	0.991
424.5	1.013
425.0	1.046
425.5	1.039
426.0	1.007
426.5	0.993
427.0	0.989
427.5	0.969
428.0	0.965
428.5	0.996
429.0	0.995
429.5	0.993
430.0	0.974
430.5	0.927
431.0	0.897
431.5	0.910
432.0	0.905
432.5	0.886
433.0	0.872
433.5	0.905
434.0	0.909
434.5	0.913
435.0	0.921
435.5	0.923
436.0	0.948
436.5	0.973
437.0	0.972
437.5	0.948
438.0	0.915
438.5	0.905
439.0	0.897
439.5	0.898
440.0	0.895
440.5	0.884
441.0	0.894
441.5	0.916
442.0	0.925
442.5	0.930
443.0	0.930
443.5	0.943
444.0	0.978
444.5	0.975
445.0	0.936
445.5	0.937
446.0	0.927
446.5	0.911
447.0	0.885
447.5	0.850
448.0	0.849
448.5	0.873
449.0	0.890
449.5	0.871
450.0	0.856
450.5	0.871
451.0	0.858
451.5	0.834
452.0	0.820
452.5	0.812
453.0	0.819
453.5	0.807
454.0	0.817
454.5	0.810
455.0	0.804
455.5	0.796
456.0	0.800
456.5	0.817
457.0	0.831
457.5	0.843
458.0	0.830
458.5	0.817
459.0	0.854
459.5	0.858
460.0	0.862
460.5	0.863
461.0	0.874
461.5	0.880
462.0	0.873
462.5	0.857
463.0	0.817
463.5	0.799
464.0	0.807
464.5	0.803
465.0	0.831
465.5	0.872
466.0	0.883
466.5	0.902
467.0	0.919
467.5	0.899
468.0	0.861
468.5	0.819
469.0	0.785
469.5	0.742
470.0	0.749
470.5	0.754
471.0	0.759
471.5	0.787
472.0	0.809
472.5	0.813
473.0	0.811
473.5	0.793
474.0	0.789
474.5	0.774
475.0	0.771
475.5	0.777
476.0	0.796
476.5	0.789
477.0	0.794
477.5	0.794
478.0	0.795
478.5	0.822
479.0	0.839
479.5	0.829
480.0	0.824
480.5	0.820
481.0	0.805
481.5	0.767
482.0	0.770
482.5	0.773
483.0	0.791
483.5	0.811
484.0	0.804
484.5	0.771
485.0	0.724
485.5	0.688
486.0	0.658
486.5	0.632
487.0	0.637
487.5	0.640
488.0	0.653
488.5	0.668
489.0	0.669
489.5	0.667
490.0	0.653
490.5	0.674
491.0	0.714
491.5	0.731
492.0	0.733
492.5	0.754
493.0	0.755
493.5	0.737
494.0	0.699
494.5	0.689
495.0	0.671
495.5	0.677
496.0	0.691
496.5	0.706
497.0	0.715
497.5	0.752
498.0	0.773
498.5	0.748
499.0	0.767
499.5	0.756
500.0	0.712
500.5	0.675
501.0	0.640
501.5	0.627
502.0	0.619
502.5	0.620
503.0	0.636
503.5	0.639
504.0	0.684
504.5	0.684
505.0	0.675
505.5	0.678
506.0	0.676
506.5	0.668
507.0	0.646
507.5	0.628
508.0	0.632
508.5	0.647
509.0	0.670
509.5	0.680
510.0	0.690
510.5	0.671
511.0	0.665
511.5	0.649
512.0	0.638
512.5	0.635
513.0	0.605
513.5	0.655
514.0	0.680
514.5	0.711
515.0	0.740
515.5	0.737
516.0	0.737
516.5	0.742
517.0	0.727
517.5	0.689
518.0	0.633
518.5	0.614
519.0	0.593
519.5	0.602
520.0	0.619
520.5	0.627
521.0	0.626
521.5	0.643
522.0	0.663
522.5	0.675
523.0	0.694
523.5	0.668
524.0	0.658
524.5	0.653
525.0	0.629
525.5	0.623
526.0	0.622
526.5	0.644
527.0	0.639
527.5	0.636
528.0	0.637
528.5	0.607
529.0	0.589
529.5	0.572
530.0	0.551
530.5	0.589
531.0	0.609
531.5	0.624
532.0	0.610
532.5	0.603
533.0	0.585
533.5	0.567
534.0	0.557
534.5	0.563
535.0	0.557
535.5	0.570
536.0	0.578
536.5	0.571
537.0	0.567
537.5	0.549
538.0	0.533
538.5	0.559
539.0	0.581
539.5	0.595
540.0	0.568
540.5	0.580
541.0	0.583
541.5	0.567
542.0	0.556
542.5	0.536
543.0	0.558
543.5	0.606
544.0	0.648
544.5	0.648
545.0	0.640
545.5	0.665
546.0	0.662
546.5	0.666
547.0	0.639
547.5	0.614
548.0	0.595
548.5	0.587
549.0	0.575
549.5	0.546
550.0	0.550
550.5	0.587
551.0	0.578
551.5	0.554
552.0	0.522
552.5	0.497
553.0	0.479
553.5	0.493
554.0	0.507
554.5	0.512
555.0	0.574
555.5	0.586
556.0	0.566
556.5	0.523
557.0	0.549
557.5	0.536
558.0	0.555
558.5	0.569
559.0	0.543
559.5	0.528
560.0	0.511
560.5	0.456
561.0	0.421
561.5	0.421
562.0	0.437
562.5	0.425
563.0	0.465
563.5	0.466
564.0	0.456
564.5	0.468
565.0	0.484
565.5	0.507
566.0	0.553
566.5	0.561
567.0	0.510
567.5	0.476
568.0	0.464
568.5	0.460
569.0	0.472
569.5	0.478
570.0	0.509
570.5	0.538
571.0	0.538
571.5	0.497
572.0	0.444
572.5	0.455
573.0	0.480
573.5	0.515
574.0	0.547
574.5	0.571
575.0	0.571
575.5	0.558
576.0	0.517
576.5	0.485
577.0	0.469
577.5	0.472
578.0	0.465
578.5	0.442
579.0	0.462
579.5	0.482
580.0	0.514
580.5	0.556
581.0	0.553
581.5	0.552
582.0	0.538
582.5	0.536
583.0	0.519
583.5	0.467
584.0	0.470
584.5	0.489
585.0	0.526
585.5	0.564
586.0	0.586
586.5	0.593
587.0	0.605
587.5	0.600
588.0	0.600
588.5	0.571
589.0	0.547
589.5	0.550
590.0	0.577
590.5	0.590
591.0	0.625
591.5	0.609
592.0	0.547
592.5	0.490
593.0	0.453
593.5	0.431
594.0	0.417
594.5	0.402
595.0	0.426
595.5	0.449
596.0	0.466
596.5	0.467
597.0	0.406
597.5	0.366
598.0	0.344
598.5	0.345
599.0	0.345
599.5	0.317
600.0	0.346
600.5	0.376
601.0	0.394
601.5	0.428
602.0	0.460
602.5	0.468
603.0	0.498
603.5	0.532
604.0	0.528
604.5	0.484
605.0	0.451
605.5	0.420
606.0	0.394
606.5	0.413
607.0	0.451
607.5	0.492
608.0	0.537
608.5	0.584
609.0	0.594
609.5	0.553
610.0	0.497
610.5	0.454
611.0	0.415
611.5	0.406
612.0	0.386
612.5	0.395
613.0	0.394
613.5	0.420
614.0	0.414
614.5	0.430
615.0	0.410
615.5	0.399
616.0	0.391
616.5	0.424
617.0	0.457
617.5	0.477
618.0	0.490
618.5	0.523
619.0	0.523
619.5	0.558
620.0	0.520
620.5	0.488
621.0	0.463
621.5	0.487
622.0	0.512
622.5	0.482
623.0	0.458
623.5	0.470
624.0	0.457
624.5	0.469
625.0	0.453
625.5	0.446
626.0	0.437
626.5	0.451
627.0	0.434
627.5	0.416
628.0	0.373
628.5	0.381
629.0	0.346
629.5	0.314
630.0	0.301
630.5	0.325
631.0	0.365
631.5	0.373
632.0	0.378
632.5	0.379
633.0	0.409
633.5	0.462
634.0	0.477
634.5	0.455
635.0	0.438
635.5	0.433
636.0	0.436
636.5	0.379
637.0	0.290
637.5	0.237
638.0	0.278
638.5	0.289
639.0	0.311
639.5	0.300
640.0	0.297
640.5	0.330
641.0	0.374
641.5	0.370
642.0	0.350
642.5	0.361
643.0	0.436
643.5	0.468
644.0	0.521
644.5	0.512
645.0	0.553
645.5	0.530
646.0	0.466
646.5	0.434
647.0	0.422
647.5	0.426
648.0	0.439
648.5	0.438
649.0	0.440
649.5	0.423
650.0	0.414
650.5	0.379
651.0	0.360
651.5	0.424
652.0	0.485
652.5	0.517
653.0	0.505
653.5	0.469
654.0	0.438
654.5	0.412
655.0	0.372
655.5	0.371
656.0	0.357
656.5	0.361
657.0	0.349
657.5	0.298
658.0	0.276
658.5	0.269
659.0	0.307
659.5	0.349
660.0	0.416
660.5	0.493
661.0	0.535
661.5	0.570
662.0	0.594
662.5	0.571
663.0	0.581
663.5	0.576
664.0	0.570
664.5	0.553
665.0	0.521
665.5	0.493
666.0	0.443
666.5	0.427
667.0	0.402
667.5	0.301
668.0	0.280
668.5	0.288
669.0	0.265
669.5	0.279
670.0	0.302
670.5	0.358
671.0	0.437
671.5	0.506
672.0	0.516
672.5	0.531
673.0	0.542
673.5	0.460
674.0	0.366
674.5	0.299
675.0	0.277
675.5	0.309
676.0	0.324
676.5	0.340
677.0	0.380
677.5	0.460
678.0	0.454
678.5	0.399
679.0	0.407
679.5	0.417
680.0	0.445
680.5	0.476
681.0	0.467
681.5	0.485
682.0	0.485
682.5	0.499
683.0	0.483
683.5	0.455
684.0	0.396
684.5	0.339
685.0	0.310
685.5	0.241
686.0	0.251
686.5	0.306
687.0	0.347
687.5	0.391
688.0	0.384
688.5	0.425
689.0	0.370
689.5	0.333
690.0	0.337
690.5	0.347
691.0	0.399
691.5	0.465
692.0	0.495
692.5	0.515
693.0	0.523
693.5	0.549
694.0	0.517
694.5	0.494
695.0	0.454
695.5	0.402
696.0	0.375
696.5	0.329
697.0	0.299
697.5	0.308
698.0	0.296
698.5	0.317
699.0	0.359
699.5	0.397
700.0	0.386
700.5	0.366
701.0	0.371
701.5	0.369
702.0	0.430
702.5	0.402
703.0	0.312
703.5	0.282
704.0	0.259
704.5	0.199
705.0	0.154
705.5	0.162
706.0	0.233
706.5	0.291
707.0	0.359
707.5	0.317
708.0	0.302
708.5	0.332
709.0	0.352
709.5	0.347
710.0	0.362
710.5	0.434
711.0	0.463
711.5	0.409
712.0	0.381
712.5	0.349
713.0	0.344
713.5	0.339
714.0	0.298
714.5	0.247
715.0	0.231
715.5	0.253
716.0	0.246
716.5	0.217
717.0	0.252
717.5	0.294
718.0	0.297
718.5	0.331
719.0	0.355
719.5	0.376
720.0	0.401
720.5	0.426
721.0	0.427
721.5	0.389
722.0	0.397
722.5	0.366
723.0	0.298
723.5	0.310
724.0	0.336
724.5	0.322
725.0	0.267
725.5	0.248
726.0	0.234
726.5	0.214
727.0	0.288
727.5	0.333
728.0	0.342
728.5	0.351
729.0	0.340
729.5	0.309
730.0	0.278
730.5	0.276
731.0	0.232
731.5	0.236
732.0	0.339
732.5	0.381
733.0	0.359
733.5	0.321
734.0	0.301
734.5	0.272
735.0	0.295
735.5	0.306
736.0	0.211
736.5	0.201
737.0	0.224
737.5	0.210
738.0	0.201
738.5	0.233
739.0	0.252
739.5	0.273
740.0	0.324
740.5	0.354
741.0	0.309
741.5	0.317
742.0	0.311
742.5	0.354
743.0	0.395
743.5	0.426
744.0	0.401
744.5	0.368
745.0	0.329
745.5	0.333
746.0	0.276
746.5	0.186
747.0	0.126
747.5	0.194
748.0	0.187
748.5	0.197
749.0	0.174
749.5	0.178
750.0	0.175
750.5	0.228
751.0	0.239
751.5	0.254
752.0	0.284
752.5	0.353
753.0	0.314
753.5	0.283
754.0	0.233
754.5	0.173
755.0	0.134
755.5	0.131
756.0	0.186
756.5	0.240
757.0	0.320
757.5	0.426
758.0	0.500
758.5	0.569
759.0	0.618
759.5	0.568
760.0	0.514
760.5	0.390
761.0	0.300
761.5	0.178
762.0	0.176
762.5	0.220
763.0	0.275
763.5	0.372
764.0	0.438
764.5	0.390
765.0	0.359
765.5	0.312
766.0	0.283
766.5	0.232
767.0	0.195
767.5	0.146
768.0	0.151
768.5	0.196
769.0	0.219
769.5	0.166
770.0	0.144
770.5	0.176
771.0	0.260
771.5	0.236
772.0	0.207
772.5	0.264
773.0	0.357
773.5	0.442
774.0	0.541
774.5	0.566
775.0	0.496
775.5	0.501
776.0	0.465
776.5	0.379
777.0	0.351
777.5	0.375
778.0	0.381
778.5	0.422
779.0	0.428
779.5	0.392
780.0	0.311
780.5	0.302
781.0	0.165
781.5	0.163
782.0	0.122
782.5	0.122
783.0	0.125
783.5	0.174
784.0	0.193
784.5	0.218
785.0	0.282
785.5	0.281
786.0	0.276
786.5	0.292
787.0	0.257
787.5	0.270
788.0	0.282
788.5	0.280
789.0	0.245
789.5	0.166
790.0	0.166
790.5	0.178
791.0	0.204
791.5	0.188
792.0	0.251
792.5	0.332
793.0	0.388
793.5	0.388
794.0	0.404
794.5	0.469
795.0	0.539
795.5	0.569
796.0	0.559
796.5	0.474
797.0	0.374
797.5	0.281
798.0	0.177
798.5	0.141
799.0	0.119
799.5	0.206
800.0	0.208
800.5	0.216
801.0	0.201
801.5	0.157
802.0	0.213
802.5	0.284
803.0	0.413
803.5	0.549
804.0	0.646
804.5	0.739
805.0	0.712
805.5	0.661
806.0	0.551
806.5	0.448
807.0	0.380
807.5	0.372
808.0	0.410
808.5	0.412
809.0	0.454
809.5	0.466
810.0	0.463
810.5	0.398
811.0	0.323
811.5	0.253
812.0	0.166
812.5	0.151
813.0	0.098
813.5	0.108
814.0	0.153
814.5	0.224
815.0	0.268
815.5	0.363
816.0	0.493
816.5	0.498
817.0	0.420
817.5	0.315
818.0	0.228
818.5	0.217
819.0	0.163
819.5	0.137
820.0	0.165
820.5	0.272
821.0	0.343
821.5	0.380
822.0	0.417
822.5	0.409
823.0	0.447
823.5	0.513
824.0	0.475
824.5	0.426
825.0	0.367
825.5	0.374
826.0	0.394
826.5	0.427
827.0	0.409
827.5	0.414
828.0	0.426
828.5	0.480
829.0	0.470
829.5	0.498
830.0	0.502
830.5	0.498
831.0	0.522
831.5	0.540
832.0	0.481
832.5	0.449
833.0	0.433
833.5	0.452
834.0	0.481
834.5	0.540
835.0	0.497
835.5	0.437
836.0	0.428
836.5	0.428
837.0	0.407
837.5	0.331
838.0	0.298
838.5	0.280
839.0	0.256
839.5	0.214
840.0	0.109
840.5	-0.007
841.0	0.015
841.5	-0.022
842.0	0.007
842.5	0.049
843.0	0.104
843.5	0.195
844.0	0.245
844.5	0.286
845.0	0.183
845.5	0.095
846.0	0.065
846.5	-0.138
847.0	-0.103
847.5	0.075
848.0	0.134
848.5	0.242
849.0	0.258
849.5	0.355
850.0	0.304


Sample  m9 1
3/1/2023 4:35 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.02000	
//WLCalib: 261S 	-0.34000	
//WLCalib: 362S 	-0.41000	
//WLCalib: 484S 	-0.30000	
//WLCalib: 529S 	-0.12000	
//WLCalib: 823S 	-0.33000	
//QSpecEnd: 
190.0	17.530
190.5	16.777
191.0	16.299
191.5	15.606
192.0	14.970
192.5	14.558
193.0	14.311
193.5	13.945
194.0	13.592
194.5	13.335
195.0	13.174
195.5	13.015
196.0	12.937
196.5	12.726
197.0	12.596
197.5	12.516
198.0	12.389
198.5	12.312
199.0	12.156
199.5	11.976
200.0	11.962
200.5	11.677
201.0	11.472
201.5	11.256
202.0	11.133
202.5	11.022
203.0	10.972
203.5	10.945
204.0	10.887
204.5	10.894
205.0	11.038
205.5	10.791
206.0	10.670
206.5	10.435
207.0	10.272
207.5	10.102
208.0	9.908
208.5	9.726
209.0	9.531
209.5	9.397
210.0	9.393
210.5	9.207
211.0	9.097
211.5	8.897
212.0	8.756
212.5	8.591
213.0	8.385
213.5	8.109
214.0	7.819
214.5	7.538
215.0	7.324
215.5	6.956
216.0	6.594
216.5	6.212
217.0	5.938
217.5	5.666
218.0	5.441
218.5	5.246
219.0	5.084
219.5	4.889
220.0	4.730
220.5	4.504
221.0	4.240
221.5	4.034
222.0	3.798
222.5	3.579
223.0	3.493
223.5	3.366
224.0	3.215
224.5	3.072
225.0	2.951
225.5	2.792
226.0	2.583
226.5	2.388
227.0	2.192
227.5	2.015
228.0	1.901
228.5	1.758
229.0	1.638
229.5	1.563
230.0	1.508
230.5	1.438
231.0	1.365
231.5	1.311
232.0	1.254
232.5	1.208
233.0	1.150
233.5	1.081
234.0	1.018
234.5	0.975
235.0	0.920
235.5	0.903
236.0	0.864
236.5	0.860
237.0	0.837
237.5	0.828
238.0	0.772
238.5	0.716
239.0	0.689
239.5	0.664
240.0	0.638
240.5	0.626
241.0	0.586
241.5	0.568
242.0	0.578
242.5	0.578
243.0	0.594
243.5	0.612
244.0	0.675
244.5	0.714
245.0	0.730
245.5	0.737
246.0	0.708
246.5	0.653
247.0	0.584
247.5	0.532
248.0	0.512
248.5	0.513
249.0	0.551
249.5	0.608
250.0	0.687
250.5	0.743
251.0	0.710
251.5	0.687
252.0	0.662
252.5	0.635
253.0	0.597
253.5	0.660
254.0	0.707
254.5	0.745
255.0	0.815
255.5	0.827
256.0	0.791
256.5	0.785
257.0	0.753
257.5	0.723
258.0	0.676
258.5	0.673
259.0	0.575
259.5	0.484
260.0	0.476
260.5	0.487
261.0	0.505
261.5	0.501
262.0	0.531
262.5	0.590
263.0	0.605
263.5	0.600
264.0	0.583
264.5	0.568
265.0	0.590
265.5	0.612
266.0	0.587
266.5	0.530
267.0	0.496
267.5	0.459
268.0	0.461
268.5	0.435
269.0	0.448
269.5	0.449
270.0	0.454
270.5	0.423
271.0	0.407
271.5	0.418
272.0	0.403
272.5	0.413
273.0	0.433
273.5	0.453
274.0	0.485
274.5	0.481
275.0	0.474
275.5	0.438
276.0	0.440
276.5	0.435
277.0	0.389
277.5	0.358
278.0	0.382
278.5	0.438
279.0	0.453
279.5	0.479
280.0	0.485
280.5	0.452
281.0	0.444
281.5	0.420
282.0	0.376
282.5	0.350
283.0	0.384
283.5	0.408
284.0	0.455
284.5	0.488
285.0	0.480
285.5	0.472
286.0	0.504
286.5	0.509
287.0	0.497
287.5	0.497
288.0	0.500
288.5	0.489
289.0	0.490
289.5	0.434
290.0	0.406
290.5	0.381
291.0	0.408
291.5	0.395
292.0	0.412
292.5	0.434
293.0	0.462
293.5	0.471
294.0	0.464
294.5	0.462
295.0	0.456
295.5	0.454
296.0	0.460
296.5	0.409
297.0	0.402
297.5	0.401
298.0	0.399
298.5	0.389
299.0	0.402
299.5	0.421
300.0	0.416
300.5	0.441
301.0	0.469
301.5	0.474
302.0	0.482
302.5	0.497
303.0	0.493
303.5	0.492
304.0	0.503
304.5	0.505
305.0	0.514
305.5	0.520
306.0	0.508
306.5	0.507
307.0	0.498
307.5	0.502
308.0	0.494
308.5	0.507
309.0	0.503
309.5	0.491
310.0	0.465
310.5	0.456
311.0	0.417
311.5	0.424
312.0	0.414
312.5	0.450
313.0	0.464
313.5	0.492
314.0	0.499
314.5	0.490
315.0	0.504
315.5	0.541
316.0	0.547
316.5	0.572
317.0	0.547
317.5	0.556
318.0	0.552
318.5	0.544
319.0	0.532
319.5	0.496
320.0	0.491
320.5	0.492
321.0	0.502
321.5	0.542
322.0	0.540
322.5	0.560
323.0	0.593
323.5	0.568
324.0	0.560
324.5	0.519
325.0	0.527
325.5	0.520
326.0	0.483
326.5	0.492
327.0	0.495
327.5	0.496
328.0	0.516
328.5	0.485
329.0	0.483
329.5	0.460
330.0	0.521
330.5	0.566
331.0	0.552
331.5	0.547
332.0	0.599
332.5	0.630
333.0	0.610
333.5	0.595
334.0	0.566
334.5	0.498
335.0	0.492
335.5	0.509
336.0	0.480
336.5	0.485
337.0	0.551
337.5	0.553
338.0	0.535
338.5	0.573
339.0	0.596
339.5	0.563
340.0	0.588
340.5	0.638
341.0	0.642
341.5	0.681
342.0	0.710
342.5	0.729
343.0	0.714
343.5	0.710
344.0	0.648
344.5	0.553
345.0	0.511
345.5	0.489
346.0	0.471
346.5	0.498
347.0	0.526
347.5	0.559
348.0	0.551
348.5	0.540
349.0	0.506
349.5	0.488
350.0	0.504
350.5	0.514
351.0	0.523
351.5	0.557
352.0	0.570
352.5	0.577
353.0	0.529
353.5	0.517
354.0	0.511
354.5	0.507
355.0	0.498
355.5	0.492
356.0	0.506
356.5	0.545
357.0	0.563
357.5	0.545
358.0	0.534
358.5	0.524
359.0	0.475
359.5	0.459
360.0	0.441
360.5	0.452
361.0	0.464
361.5	0.443
362.0	0.428
362.5	0.404
363.0	0.431
363.5	0.444
364.0	0.437
364.5	0.455
365.0	0.472
365.5	0.521
366.0	0.568
366.5	0.567
367.0	0.607
367.5	0.610
368.0	0.575
368.5	0.572
369.0	0.546
369.5	0.520
370.0	0.507
370.5	0.517
371.0	0.555
371.5	0.610
372.0	0.650
372.5	0.662
373.0	0.642
373.5	0.627
374.0	0.627
374.5	0.624
375.0	0.615
375.5	0.588
376.0	0.598
376.5	0.603
377.0	0.542
377.5	0.536
378.0	0.524
378.5	0.519
379.0	0.501
379.5	0.489
380.0	0.482
380.5	0.502
381.0	0.530
381.5	0.534
382.0	0.521
382.5	0.523
383.0	0.541
383.5	0.547
384.0	0.530
384.5	0.537
385.0	0.554
385.5	0.577
386.0	0.591
386.5	0.558
387.0	0.584
387.5	0.583
388.0	0.591
388.5	0.594
389.0	0.639
389.5	0.663
390.0	0.660
390.5	0.655
391.0	0.644
391.5	0.568
392.0	0.565
392.5	0.522
393.0	0.492
393.5	0.492
394.0	0.489
394.5	0.508
395.0	0.509
395.5	0.525
396.0	0.558
396.5	0.543
397.0	0.548
397.5	0.556
398.0	0.541
398.5	0.551
399.0	0.548
399.5	0.583
400.0	0.574
400.5	0.556
401.0	0.557
401.5	0.532
402.0	0.509
402.5	0.502
403.0	0.479
403.5	0.505
404.0	0.511
404.5	0.510
405.0	0.494
405.5	0.483
406.0	0.478
406.5	0.490
407.0	0.482
407.5	0.490
408.0	0.518
408.5	0.556
409.0	0.578
409.5	0.589
410.0	0.598
410.5	0.607
411.0	0.610
411.5	0.594
412.0	0.553
412.5	0.550
413.0	0.566
413.5	0.563
414.0	0.563
414.5	0.584
415.0	0.579
415.5	0.599
416.0	0.577
416.5	0.525
417.0	0.485
417.5	0.484
418.0	0.463
418.5	0.419
419.0	0.396
419.5	0.420
420.0	0.429
420.5	0.469
421.0	0.464
421.5	0.460
422.0	0.456
422.5	0.442
423.0	0.406
423.5	0.399
424.0	0.401
424.5	0.432
425.0	0.448
425.5	0.476
426.0	0.473
426.5	0.493
427.0	0.493
427.5	0.488
428.0	0.504
428.5	0.544
429.0	0.540
429.5	0.549
430.0	0.556
430.5	0.554
431.0	0.555
431.5	0.555
432.0	0.543
432.5	0.513
433.0	0.481
433.5	0.462
434.0	0.425
434.5	0.424
435.0	0.432
435.5	0.427
436.0	0.458
436.5	0.491
437.0	0.509
437.5	0.510
438.0	0.495
438.5	0.474
439.0	0.473
439.5	0.489
440.0	0.477
440.5	0.479
441.0	0.499
441.5	0.493
442.0	0.481
442.5	0.481
443.0	0.463
443.5	0.449
444.0	0.478
444.5	0.481
445.0	0.466
445.5	0.468
446.0	0.453
446.5	0.410
447.0	0.378
447.5	0.362
448.0	0.376
448.5	0.413
449.0	0.444
449.5	0.455
450.0	0.461
450.5	0.476
451.0	0.478
451.5	0.479
452.0	0.475
452.5	0.478
453.0	0.502
453.5	0.503
454.0	0.498
454.5	0.467
455.0	0.430
455.5	0.409
456.0	0.396
456.5	0.411
457.0	0.412
457.5	0.414
458.0	0.438
458.5	0.448
459.0	0.472
459.5	0.473
460.0	0.458
460.5	0.476
461.0	0.488
461.5	0.496
462.0	0.487
462.5	0.476
463.0	0.482
463.5	0.479
464.0	0.477
464.5	0.462
465.0	0.456
465.5	0.481
466.0	0.499
466.5	0.534
467.0	0.565
467.5	0.579
468.0	0.606
468.5	0.595
469.0	0.564
469.5	0.522
470.0	0.495
470.5	0.497
471.0	0.500
471.5	0.532
472.0	0.548
472.5	0.553
473.0	0.563
473.5	0.531
474.0	0.512
474.5	0.492
475.0	0.483
475.5	0.520
476.0	0.541
476.5	0.546
477.0	0.562
477.5	0.561
478.0	0.577
478.5	0.592
479.0	0.613
479.5	0.601
480.0	0.615
480.5	0.655
481.0	0.657
481.5	0.631
482.0	0.620
482.5	0.586
483.0	0.559
483.5	0.528
484.0	0.477
484.5	0.422
485.0	0.385
485.5	0.376
486.0	0.357
486.5	0.351
487.0	0.359
487.5	0.354
488.0	0.372
488.5	0.393
489.0	0.414
489.5	0.426
490.0	0.405
490.5	0.410
491.0	0.432
491.5	0.442
492.0	0.448
492.5	0.475
493.0	0.532
493.5	0.581
494.0	0.605
494.5	0.607
495.0	0.565
495.5	0.540
496.0	0.528
496.5	0.512
497.0	0.497
497.5	0.511
498.0	0.560
498.5	0.568
499.0	0.581
499.5	0.583
500.0	0.548
500.5	0.533
501.0	0.538
501.5	0.550
502.0	0.532
502.5	0.552
503.0	0.577
503.5	0.573
504.0	0.567
504.5	0.546
505.0	0.517
505.5	0.523
506.0	0.532
506.5	0.505
507.0	0.454
507.5	0.451
508.0	0.491
508.5	0.512
509.0	0.512
509.5	0.515
510.0	0.528
510.5	0.539
511.0	0.526
511.5	0.506
512.0	0.501
512.5	0.509
513.0	0.527
513.5	0.553
514.0	0.565
514.5	0.589
515.0	0.605
515.5	0.602
516.0	0.607
516.5	0.614
517.0	0.622
517.5	0.585
518.0	0.544
518.5	0.521
519.0	0.479
519.5	0.465
520.0	0.459
520.5	0.460
521.0	0.509
521.5	0.549
522.0	0.594
522.5	0.623
523.0	0.656
523.5	0.639
524.0	0.603
524.5	0.583
525.0	0.535
525.5	0.521
526.0	0.505
526.5	0.508
527.0	0.484
527.5	0.477
528.0	0.469
528.5	0.438
529.0	0.422
529.5	0.435
530.0	0.445
530.5	0.492
531.0	0.498
531.5	0.495
532.0	0.463
532.5	0.431
533.0	0.412
533.5	0.386
534.0	0.366
534.5	0.386
535.0	0.403
535.5	0.450
536.0	0.474
536.5	0.471
537.0	0.459
537.5	0.446
538.0	0.465
538.5	0.497
539.0	0.520
539.5	0.508
540.0	0.471
540.5	0.475
541.0	0.468
541.5	0.429
542.0	0.387
542.5	0.361
543.0	0.395
543.5	0.458
544.0	0.496
544.5	0.483
545.0	0.475
545.5	0.510
546.0	0.531
546.5	0.555
547.0	0.544
547.5	0.522
548.0	0.542
548.5	0.543
549.0	0.524
549.5	0.508
550.0	0.511
550.5	0.551
551.0	0.542
551.5	0.538
552.0	0.511
552.5	0.492
553.0	0.488
553.5	0.474
554.0	0.479
554.5	0.487
555.0	0.534
555.5	0.536
556.0	0.510
556.5	0.489
557.0	0.528
557.5	0.536
558.0	0.574
558.5	0.567
559.0	0.543
559.5	0.502
560.0	0.461
560.5	0.358
561.0	0.313
561.5	0.302
562.0	0.357
562.5	0.382
563.0	0.475
563.5	0.490
564.0	0.503
564.5	0.526
565.0	0.523
565.5	0.482
566.0	0.504
566.5	0.533
567.0	0.517
567.5	0.500
568.0	0.482
568.5	0.450
569.0	0.443
569.5	0.446
570.0	0.474
570.5	0.508
571.0	0.515
571.5	0.528
572.0	0.514
572.5	0.523
573.0	0.511
573.5	0.478
574.0	0.471
574.5	0.486
575.0	0.511
575.5	0.506
576.0	0.469
576.5	0.502
577.0	0.524
577.5	0.530
578.0	0.521
578.5	0.479
579.0	0.475
579.5	0.503
580.0	0.511
580.5	0.511
581.0	0.540
581.5	0.614
582.0	0.610
582.5	0.612
583.0	0.606
583.5	0.572
584.0	0.555
584.5	0.570
585.0	0.561
585.5	0.557
586.0	0.575
586.5	0.582
587.0	0.568
587.5	0.561
588.0	0.588
588.5	0.610
589.0	0.628
589.5	0.678
590.0	0.698
590.5	0.722
591.0	0.731
591.5	0.690
592.0	0.612
592.5	0.532
593.0	0.470
593.5	0.444
594.0	0.449
594.5	0.444
595.0	0.405
595.5	0.416
596.0	0.402
596.5	0.381
597.0	0.339
597.5	0.329
598.0	0.326
598.5	0.361
599.0	0.394
599.5	0.401
600.0	0.414
600.5	0.462
601.0	0.471
601.5	0.482
602.0	0.504
602.5	0.517
603.0	0.547
603.5	0.560
604.0	0.507
604.5	0.459
605.0	0.459
605.5	0.459
606.0	0.440
606.5	0.449
607.0	0.481
607.5	0.482
608.0	0.504
